CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
173,1.0,1.0,0.0625,0.0,0.0,1.0,6.679e-05,1.0,7.5
174,0.53333333,0.52941176,0.27272727,0.0,0.0,1.0,0.00020036,0.4,1.33333333
175,1.0,1.0,0.0625,0.0,0.0,1.0,6.679e-05,1.0,7.5
176,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
177,0.22222222,0.65116279,0.24,0.10526316,0.15789474,1.0,0.00025375,0.05555556,1.58333333
178,1.0,1.0,0.04545455,0.0,1.0,1.0,5.726e-05,1.0,10.5
179,1.0,1.0,0.0625,0.0,0.0,1.0,6.679e-05,1.0,7.5
180,1.0,1.0,0.02325581,0.0,1.0,1.0,2.863e-05,1.0,21.0
181,1.0,1.0,0.02325581,0.0,1.0,1.0,2.863e-05,1.0,21.0
182,0.46666667,0.6,0.46153846,0.33333333,0.0,1.0,0.00040072,0.2,0.58333333
183,0.64285714,0.73913043,0.1,0.0,0.25,1.0,0.00010022,0.42857143,4.5
184,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
185,1.0,1.0,0.02325581,0.0,1.0,1.0,2.863e-05,1.0,21.0
186,0.25730994,0.76744186,0.0,0.0,0.21052632,1.0,0.0,0.05555556,44.0
187,0.73333333,0.88235294,0.15384615,0.16666667,0.0,0.83333333,0.00013357,0.2,2.75
188,1.0,1.0,0.02325581,0.0,1.0,1.0,2.863e-05,1.0,21.0
189,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
190,1.0,1.0,0.04545455,0.0,1.0,1.0,5.726e-05,1.0,10.5
191,1.0,1.0,0.04545455,0.0,1.0,1.0,5.726e-05,1.0,10.5
192,1.0,1.0,0.11764706,0.0,0.0,1.0,0.00013357,1.0,3.75
193,0.78571429,0.82857143,0.0,0.0,0.375,1.0,0.0,0.57142857,22.0
194,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
195,0.78571429,0.82857143,0.0,0.0,0.375,1.0,0.0,0.57142857,22.0
196,0.86666667,0.86666667,0.13333333,0.0,0.0,1.0,0.00013357,0.6,3.25
197,0.53333333,0.75,0.52941176,0.33333333,0.0,0.66666667,0.00060108,0.2,0.44444444
198,1.0,1.0,0.06666667,0.0,1.0,1.0,8.589e-05,1.0,7.0
199,1.0,1.0,0.0625,0.0,0.0,1.0,6.679e-05,1.0,7.5
200,0.85714286,0.88461538,0.02702703,0.0,0.42857143,1.0,2.863e-05,0.5,18.0
201,1.0,1.0,0.0625,0.0,0.0,1.0,6.679e-05,1.0,7.5
202,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
203,0.44444444,0.70588235,0.0,0.0,0.1,1.0,0.0,0.22222222,20.0
204,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
205,0.8,0.84615385,0.2,0.0,0.0,1.0,0.00020036,0.4,2.0
206,0.78571429,0.94594595,0.12,0.125,0.875,0.875,0.00015033,0.14285714,3.66666667
207,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
208,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
209,0.86666667,0.86666667,0.13333333,0.0,0.0,1.0,0.00013357,0.6,3.25
210,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
211,1.0,1.0,0.08695652,0.0,1.0,1.0,0.00011451,1.0,5.25
212,0.73333333,0.88235294,0.18518519,0.16666667,0.0,0.83333333,0.00016697,0.2,2.2
213,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
214,0.86666667,0.86666667,0.07142857,0.0,0.0,1.0,6.679e-05,0.6,6.5
215,0.85714286,0.87096774,0.0,0.0,0.5,1.0,0.0,0.71428571,24.0
216,0.6,0.5,0.18181818,0.0,0.0,1.0,0.00013357,0.4,2.25
217,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
218,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
219,1.0,1.0,0.0625,0.0,0.0,1.0,6.679e-05,1.0,7.5
220,0.82142857,0.91525424,0.09803922,0.125,0.875,1.0,0.00012528,0.28571429,4.6
221,0.8,0.84615385,0.14285714,0.0,0.0,1.0,0.00013357,0.4,3.0
222,0.9047619,0.90697674,0.0952381,0.0,0.57142857,1.0,0.00011451,0.66666667,4.75
223,0.73333333,0.88235294,0.15384615,0.16666667,0.0,0.83333333,0.00013357,0.2,2.75
224,0.73333333,0.88235294,0.15384615,0.16666667,0.0,0.83333333,0.00013357,0.2,2.75
225,0.75,0.77319588,0.0,0.0,0.375,1.0,0.0,0.57142857,21.0
226,0.96428571,0.96153846,0.0,0.0,1.0,1.0,0.0,0.85714286,27.0
227,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,28.0
228,0.73333333,0.88235294,0.15384615,0.16666667,0.0,0.83333333,0.00013357,0.2,2.75
229,0.8,0.84615385,0.35135135,0.16666667,0.0,1.0,0.00043411,0.4,0.92307692
230,0.73333333,0.88235294,0.33333333,0.16666667,0.0,0.83333333,0.00036733,0.2,1.0
231,0.36363636,0.67058824,0.0,0.0,0.16666667,1.0,0.0,0.18181818,24.0
232,1.0,1.0,0.11764706,0.0,0.0,1.0,0.00013357,1.0,3.75
233,1.0,1.0,0.02325581,0.0,1.0,1.0,2.863e-05,1.0,21.0
234,0.93333333,0.92307692,0.06666667,0.0,0.0,1.0,6.679e-05,0.8,7.0
235,0.73333333,0.88235294,0.35294118,0.16666667,0.0,0.83333333,0.00040072,0.2,0.91666667
236,0.73333333,0.88235294,0.15384615,0.0,0.0,0.83333333,0.00013357,0.2,2.75
237,0.6,0.71428571,0.14285714,0.0,0.0,1.0,0.00010018,0.4,3.0
238,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
239,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
240,0.73333333,0.88235294,0.08333333,0.0,0.0,0.83333333,6.679e-05,0.2,5.5
241,0.8,0.84615385,0.11111111,0.0,0.0,1.0,0.00010018,0.4,4.0
242,0.66666667,0.6,0.23076923,0.0,0.0,1.0,0.00020036,0.4,1.66666667
243,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
244,0.93333333,0.92307692,0.15151515,0.0,0.0,1.0,0.00016697,0.8,2.8
245,0.73333333,0.88235294,0.08333333,0.0,0.0,0.83333333,6.679e-05,0.2,5.5
246,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
247,0.73333333,0.88235294,0.29032258,0.16666667,0.0,0.83333333,0.00030054,0.2,1.22222222
248,0.8,0.84615385,0.07692308,0.0,0.0,1.0,6.679e-05,0.4,6.0
249,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
250,0.9047619,0.90697674,0.0,0.0,0.57142857,1.0,0.0,0.66666667,19.0
251,1.0,1.0,0.11764706,0.0,0.0,1.0,0.00013357,1.0,3.75
252,0.46666667,0.5,0.39130435,0.16666667,0.0,0.83333333,0.00030054,0.2,0.77777778
253,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
254,0.8,0.84615385,0.11111111,0.0,0.0,1.0,0.00010018,0.4,4.0
255,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
256,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
257,0.66666667,1.0,0.35483871,0.16666667,0.0,0.83333333,0.00036733,0.0,0.90909091
258,1.0,1.0,0.0625,0.0,0.0,1.0,6.679e-05,1.0,7.5
259,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00020036,1.0,2.5
260,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
261,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
262,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
263,0.6,0.65217391,0.1,0.0,0.0,0.83333333,6.679e-05,0.2,4.5
264,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
265,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
266,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
267,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
268,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
269,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
270,0.66666667,0.66666667,0.45945946,0.16666667,0.0,1.0,0.00056769,0.4,0.58823529
271,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
272,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
273,0.8,0.84615385,0.11111111,0.0,0.0,1.0,0.00010018,0.4,4.0
274,0.73333333,0.88235294,0.08333333,0.0,0.0,0.83333333,6.679e-05,0.2,5.5
275,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
276,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
277,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
278,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
279,1.0,1.0,0.36170213,0.16666667,0.0,1.0,0.00056769,1.0,0.88235294
280,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
281,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
282,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
283,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
284,0.73333333,0.88235294,0.29032258,0.0,0.0,0.83333333,0.00030054,0.2,1.22222222
285,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
286,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
287,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
288,1.0,1.0,0.23076923,0.16666667,0.0,1.0,0.00030054,1.0,1.66666667
289,0.73333333,0.88235294,0.08333333,0.0,0.0,0.83333333,6.679e-05,0.2,5.5
290,0.4,1.0,0.33333333,0.0,0.0,1.0,0.00020036,0.0,1.0
291,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
292,1.0,1.0,0.16666667,0.0,0.0,1.0,0.00020036,1.0,2.5
293,1.0,1.0,0.0625,0.0,0.0,1.0,6.679e-05,1.0,7.5
294,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
295,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
296,0.66666667,1.0,0.35483871,0.16666667,0.0,0.83333333,0.00036733,0.0,0.90909091
297,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
298,0.6,0.71428571,0.14285714,0.0,0.0,1.0,0.00010018,0.4,3.0
299,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
300,0.4,1.0,0.33333333,0.0,0.0,1.0,0.00020036,0.0,1.0
301,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
302,0.6,0.71428571,0.14285714,0.0,0.0,1.0,0.00010018,0.4,3.0
303,0.6,0.71428571,0.14285714,0.0,0.0,1.0,0.00010018,0.4,3.0
304,0.85714286,0.88461538,0.0,0.0,0.42857143,1.0,0.0,0.5,18.0
305,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
306,0.85714286,0.88461538,0.0,0.0,0.42857143,1.0,0.0,0.5,18.0
307,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
308,1.0,1.0,0.09090909,0.0,0.0,1.0,0.00010018,1.0,5.0
309,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
310,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
311,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
312,0.73333333,0.88235294,0.12,0.16666667,0.0,0.83333333,0.00010018,0.2,3.66666667
313,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
314,1.0,1.0,0.03225806,0.0,0.0,1.0,3.339e-05,1.0,15.0
315,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0
