1	440
1	1
1	2495
1	2491
1	2483
1	2474
1	2469
1	2464
1	2434
1	2420
1	2411
1	2349
1	2319
1	2274
1	2079
1	2034
1	2029
1	1897
1	1861
1	1808
1	1806
1	1709
1	1547
1	1435
1	0
1	1235
1	906
1	676
1	658
1	613
1	529
2	2499
2	230
2	231
2	232
2	259
2	289
2	290
2	305
2	306
2	308
2	355
2	357
2	438
2	441
2	443
2	448
2	612
2	621
2	628
2	695
2	706
2	762
2	763
2	764
2	768
2	769
2	784
2	809
2	853
2	918
2	919
2	920
2	952
2	1089
2	1097
2	1098
2	1099
2	1124
2	1132
2	1183
2	1230
2	1234
2	1292
2	1369
2	1436
2	1444
2	1445
2	1478
2	1479
2	1480
2	1483
2	1484
2	1485
2	1486
2	1488
2	1505
2	1560
2	1576
2	1578
2	1581
2	1597
2	1672
2	1688
2	1689
2	1690
2	1715
2	1718
2	1730
2	1731
2	1734
2	1737
2	1774
2	1775
2	1776
2	1839
2	1859
2	1860
2	1868
2	1870
2	1891
2	1953
2	1957
2	1960
2	1961
2	1962
2	1986
2	1987
2	1988
2	2039
2	2119
2	2120
2	2121
2	2134
2	2135
2	2136
2	2154
2	2155
2	2185
2	2186
2	2187
2	2188
2	2196
2	2197
2	2198
2	2204
2	2216
2	2294
2	2295
2	2318
2	2327
2	2328
2	2329
2	2332
2	2337
2	2340
2	2341
2	2342
2	2350
2	2351
2	2352
2	2357
2	2358
2	2359
2	2360
2	2362
2	2382
2	2400
2	2414
2	2417
2	2418
2	2419
2	2429
2	2430
2	2433
2	2454
2	2468
2	2470
2	2475
2	2488
2	2489
2	2490
2	2498
3	1761
3	967
3	1760
3	2428
3	1997
3	2240
3	2241
3	2425
3	62
3	1729
3	2242
3	930
3	2243
3	2260
3	850
3	2267
3	2268
3	2275
3	808
3	807
3	771
3	400
3	401
3	2383
3	755
3	1728
3	2465
3	2298
3	2299
3	714
3	1717
3	218
3	2378
3	696
3	2377
3	681
3	663
3	660
3	28
3	2308
3	2314
3	641
3	636
3	422
3	1716
3	2376
3	2003
3	620
3	2331
3	2421
3	2494
3	551
3	2496
3	1644
3	2335
3	2472
3	1642
3	525
3	1635
3	489
3	477
3	2476
3	1633
3	2477
3	2353
3	2354
3	2010
3	446
3	2482
3	2355
3	2356
3	34
3	1601
3	1590
3	2416
3	1577
3	1575
3	1894
3	276
3	1564
3	1563
3	101
3	2485
3	1555
3	1540
3	1539
3	2105
3	100
3	1523
3	1522
3	1519
3	2413
3	2032
3	1504
3	1503
3	1893
3	1493
3	2037
3	2038
3	1482
3	2040
3	1447
3	1443
3	1442
3	1437
3	23
3	2116
3	1889
3	245
3	1407
3	2435
3	2118
3	1865
3	1382
3	1380
3	1379
3	2449
3	2364
3	291
3	2124
3	2133
3	2137
3	1311
3	1304
3	2140
3	2484
3	1236
3	1232
3	2157
3	1942
3	2158
3	1864
3	1207
3	2366
3	1863
3	1862
3	1203
3	1202
3	1844
3	1201
3	1200
3	2171
3	1181
3	2172
3	2361
3	2176
3	1166
3	1157
3	2180
3	2184
3	2455
3	1135
3	1125
3	1114
3	1912
3	1111
3	1110
3	1109
3	1843
3	1108
3	1952
3	1107
3	2050
3	1104
3	1842
3	338
3	1102
3	1085
3	1068
3	342
3	2460
3	2052
3	2461
3	2206
3	2207
3	1841
3	1896
3	1004
3	1003
3	997
3	2051
3	354
3	2053
3	356
3	1838
3	978
3	1826
3	977
3	1825
3	1824
3	1823
3	976
